longitude,latitude,h,ts,u,v
14.000000,54.000000,304.800000,3600.000000,-6.291068,2.282275
16.000000,54.000000,304.800000,3600.000000,-5.033050,0.599766
2.000000,40.000000,2743.200000,3600.000000,13.698642,-2.440570
4.000000,40.000000,2743.200000,3600.000000,5.410698,15.706039
6.000000,40.000000,2743.200000,3600.000000,4.767828,9.591752
8.000000,40.000000,2743.200000,3600.000000,11.050066,12.843141
10.000000,40.000000,2743.200000,3600.000000,8.563028,9.731020
12.000000,40.000000,2743.200000,3600.000000,19.399267,18.847186
14.000000,40.000000,2743.200000,3600.000000,16.982254,17.230003
16.000000,40.000000,2743.200000,3600.000000,20.883899,15.132958
2.000000,42.000000,2743.200000,3600.000000,7.322994,-1.565291
4.000000,42.000000,2743.200000,3600.000000,4.161695,13.187738
6.000000,42.000000,2743.200000,3600.000000,6.163390,14.165350
8.000000,42.000000,2743.200000,3600.000000,2.103603,9.399547
10.000000,42.000000,2743.200000,3600.000000,3.421046,11.132356
12.000000,42.000000,2743.200000,3600.000000,5.519806,10.179401
14.000000,42.000000,2743.200000,3600.000000,7.553270,8.459516
16.000000,42.000000,2743.200000,3600.000000,3.834627,7.331805
2.000000,44.000000,2743.200000,3600.000000,3.642829,-2.581667
4.000000,44.000000,2743.200000,3600.000000,0.719424,5.682251
6.000000,44.000000,2743.200000,3600.000000,2.292761,7.208730
8.000000,44.000000,2743.200000,3600.000000,4.747612,15.384952
10.000000,44.000000,2743.200000,3600.000000,3.321048,12.392090
12.000000,44.000000,2743.200000,3600.000000,5.113975,9.560381
14.000000,44.000000,2743.200000,3600.000000,6.282362,9.033212
16.000000,44.000000,2743.200000,3600.000000,5.539780,9.299180
2.000000,46.000000,2743.200000,3600.000000,4.772972,0.063830
4.000000,46.000000,2743.200000,3600.000000,1.828323,-1.538261
6.000000,46.000000,2743.200000,3600.000000,2.788655,10.203306
8.000000,46.000000,2743.200000,3600.000000,-2.040293,4.580880
10.000000,46.000000,2743.200000,3600.000000,1.977271,6.601254
12.000000,46.000000,2743.200000,3600.000000,7.703069,7.945757
14.000000,46.000000,2743.200000,3600.000000,11.077860,7.019782
16.000000,46.000000,2743.200000,3600.000000,7.503279,7.694305
2.000000,48.000000,2743.200000,3600.000000,0.212329,0.503033
4.000000,48.000000,2743.200000,3600.000000,2.657549,1.130427
6.000000,48.000000,2743.200000,3600.000000,4.707865,0.730428
8.000000,48.000000,2743.200000,3600.000000,1.844891,3.499576
10.000000,48.000000,2743.200000,3600.000000,0.104284,7.890552
12.000000,48.000000,2743.200000,3600.000000,1.707105,6.203522
14.000000,48.000000,2743.200000,3600.000000,1.391253,4.579997
16.000000,48.000000,2743.200000,3600.000000,3.536379,7.128516
2.000000,50.000000,2743.200000,3600.000000,5.102301,2.534159
4.000000,50.000000,2743.200000,3600.000000,7.430819,0.034706
6.000000,50.000000,2743.200000,3600.000000,5.541947,1.660966
8.000000,50.000000,2743.200000,3600.000000,4.597846,1.662901
10.000000,50.000000,2743.200000,3600.000000,4.188075,2.367971
12.000000,50.000000,2743.200000,3600.000000,6.104223,3.166827
14.000000,50.000000,2743.200000,3600.000000,7.531086,4.425792
16.000000,50.000000,2743.200000,3600.000000,6.879687,4.091398
2.000000,52.000000,2743.200000,3600.000000,2.134765,-3.534824
4.000000,52.000000,2743.200000,3600.000000,5.559066,-0.859354
6.000000,52.000000,2743.200000,3600.000000,7.194072,2.338188
8.000000,52.000000,2743.200000,3600.000000,5.419006,6.688205
10.000000,52.000000,2743.200000,3600.000000,5.085683,4.185151
12.000000,52.000000,2743.200000,3600.000000,6.692754,2.272765
14.000000,52.000000,2743.200000,3600.000000,7.636371,4.730109
16.000000,52.000000,2743.200000,3600.000000,6.958338,4.390484
2.000000,54.000000,2743.200000,3600.000000,1.512042,-6.522131
4.000000,54.000000,2743.200000,3600.000000,-0.187907,-1.669614
6.000000,54.000000,2743.200000,3600.000000,-0.285292,6.847852
8.000000,54.000000,2743.200000,3600.000000,-1.094363,6.979930
10.000000,54.000000,2743.200000,3600.000000,-1.966536,4.147649
12.000000,54.000000,2743.200000,3600.000000,-3.960823,5.585100
14.000000,54.000000,2743.200000,3600.000000,-4.106778,5.006098
16.000000,54.000000,2743.200000,3600.000000,-1.866879,2.160112
2.000000,40.000000,5181.600000,3600.000000,4.021009,9.998280
4.000000,40.000000,5181.600000,3600.000000,10.319140,15.784611
6.000000,40.000000,5181.600000,3600.000000,13.385217,15.764836
8.000000,40.000000,5181.600000,3600.000000,19.174782,17.267654
10.000000,40.000000,5181.600000,3600.000000,23.009018,18.723648
12.000000,40.000000,5181.600000,3600.000000,26.118903,28.384728
14.000000,40.000000,5181.600000,3600.000000,32.649736,19.687172
16.000000,40.000000,5181.600000,3600.000000,33.712816,13.624027
2.000000,42.000000,5181.600000,3600.000000,2.442521,10.963024
4.000000,42.000000,5181.600000,3600.000000,8.393595,13.540507
6.000000,42.000000,5181.600000,3600.000000,9.119589,13.537002
8.000000,42.000000,5181.600000,3600.000000,8.943460,18.330110
10.000000,42.000000,5181.600000,3600.000000,7.567091,15.172986
12.000000,42.000000,5181.600000,3600.000000,10.994777,11.694165
14.000000,42.000000,5181.600000,3600.000000,21.836022,13.452489
16.000000,42.000000,5181.600000,3600.000000,24.263147,8.181761
2.000000,44.000000,5181.600000,3600.000000,7.969104,9.667820
4.000000,44.000000,5181.600000,3600.000000,1.257748,15.007136
6.000000,44.000000,5181.600000,3600.000000,5.747348,20.011792
8.000000,44.000000,5181.600000,3600.000000,11.581130,17.136997
10.000000,44.000000,5181.600000,3600.000000,15.107127,14.434417
12.000000,44.000000,5181.600000,3600.000000,15.402704,10.369468
14.000000,44.000000,5181.600000,3600.000000,16.219598,9.785754
16.000000,44.000000,5181.600000,3600.000000,17.634907,10.078015
2.000000,46.000000,5181.600000,3600.000000,8.894679,10.999026
4.000000,46.000000,5181.600000,3600.000000,6.721468,13.325004
6.000000,46.000000,5181.600000,3600.000000,8.682254,14.223722
8.000000,46.000000,5181.600000,3600.000000,11.607953,14.876188
10.000000,46.000000,5181.600000,3600.000000,11.956701,17.969878
12.000000,46.000000,5181.600000,3600.000000,11.591387,13.273853
14.000000,46.000000,5181.600000,3600.000000,13.025933,10.333946
16.000000,46.000000,5181.600000,3600.000000,14.964423,8.684991
2.000000,48.000000,5181.600000,3600.000000,10.239512,11.049398
4.000000,48.000000,5181.600000,3600.000000,13.151642,16.962230
6.000000,48.000000,5181.600000,3600.000000,8.177135,16.956642
8.000000,48.000000,5181.600000,3600.000000,13.346152,16.276996
10.000000,48.000000,5181.600000,3600.000000,13.727052,12.571104
12.000000,48.000000,5181.600000,3600.000000,14.754267,11.831267
14.000000,48.000000,5181.600000,3600.000000,15.336926,7.994020
16.000000,48.000000,5181.600000,3600.000000,16.761228,7.107404
2.000000,50.000000,5181.600000,3600.000000,9.184354,8.686682
4.000000,50.000000,5181.600000,3600.000000,10.245521,9.382230
6.000000,50.000000,5181.600000,3600.000000,15.176354,14.058428
8.000000,50.000000,5181.600000,3600.000000,17.069701,14.731102
10.000000,50.000000,5181.600000,3600.000000,17.193975,13.899603
12.000000,50.000000,5181.600000,3600.000000,17.758713,11.563128
14.000000,50.000000,5181.600000,3600.000000,17.793418,7.554551
16.000000,50.000000,5181.600000,3600.000000,14.184344,7.332020
2.000000,52.000000,5181.600000,3600.000000,6.388199,2.185300
4.000000,52.000000,5181.600000,3600.000000,12.076121,8.547419
6.000000,52.000000,5181.600000,3600.000000,13.692284,10.506824
8.000000,52.000000,5181.600000,3600.000000,11.610552,10.588515
10.000000,52.000000,5181.600000,3600.000000,12.808764,9.356876
12.000000,52.000000,5181.600000,3600.000000,16.230139,8.954834
14.000000,52.000000,5181.600000,3600.000000,17.536112,9.849744
16.000000,52.000000,5181.600000,3600.000000,17.689417,10.813597
2.000000,54.000000,5181.600000,3600.000000,-1.127645,0.730664
4.000000,54.000000,5181.600000,3600.000000,-4.084674,2.824832
6.000000,54.000000,5181.600000,3600.000000,-1.606327,4.126274
8.000000,54.000000,5181.600000,3600.000000,3.148998,9.008963
10.000000,54.000000,5181.600000,3600.000000,6.809688,8.976527
12.000000,54.000000,5181.600000,3600.000000,7.574987,8.702257
14.000000,54.000000,5181.600000,3600.000000,9.433893,7.848584
16.000000,54.000000,5181.600000,3600.000000,12.657840,6.806122
2.000000,40.000000,7620.000000,3600.000000,7.455582,17.697053
4.000000,40.000000,7620.000000,3600.000000,11.788119,22.440625
6.000000,40.000000,7620.000000,3600.000000,19.461129,33.392929
8.000000,40.000000,7620.000000,3600.000000,23.814189,36.565329
10.000000,40.000000,7620.000000,3600.000000,26.259819,39.762467
12.000000,40.000000,7620.000000,3600.000000,32.396154,29.574108
14.000000,40.000000,7620.000000,3600.000000,34.202083,23.360733
16.000000,40.000000,7620.000000,3600.000000,31.112959,16.690993
2.000000,42.000000,7620.000000,3600.000000,5.977840,20.006041
4.000000,42.000000,7620.000000,3600.000000,10.113042,18.346568
6.000000,42.000000,7620.000000,3600.000000,12.976234,25.557102
8.000000,42.000000,7620.000000,3600.000000,19.731339,30.149691
10.000000,42.000000,7620.000000,3600.000000,24.265291,29.935214
12.000000,42.000000,7620.000000,3600.000000,36.911619,38.510351
14.000000,42.000000,7620.000000,3600.000000,35.785101,27.564896
16.000000,42.000000,7620.000000,3600.000000,36.804908,19.073115
2.000000,44.000000,7620.000000,3600.000000,4.688134,28.989361
4.000000,44.000000,7620.000000,3600.000000,12.408440,25.874944
6.000000,44.000000,7620.000000,3600.000000,12.174642,22.466336
8.000000,44.000000,7620.000000,3600.000000,20.576180,20.721949
10.000000,44.000000,7620.000000,3600.000000,24.123959,18.474875
12.000000,44.000000,7620.000000,3600.000000,27.945583,20.122283
14.000000,44.000000,7620.000000,3600.000000,38.465328,23.275464
16.000000,44.000000,7620.000000,3600.000000,47.799495,18.844408
2.000000,46.000000,7620.000000,3600.000000,17.565337,34.185322
4.000000,46.000000,7620.000000,3600.000000,18.967581,27.805075
6.000000,46.000000,7620.000000,3600.000000,20.074286,23.790862
8.000000,46.000000,7620.000000,3600.000000,17.566881,20.188048
10.000000,46.000000,7620.000000,3600.000000,19.601709,19.683057
12.000000,46.000000,7620.000000,3600.000000,19.170603,15.932289
14.000000,46.000000,7620.000000,3600.000000,18.947322,13.815890
16.000000,46.000000,7620.000000,3600.000000,22.673999,9.695836
2.000000,48.000000,7620.000000,3600.000000,16.672244,25.521974
4.000000,48.000000,7620.000000,3600.000000,20.183102,30.065030
6.000000,48.000000,7620.000000,3600.000000,21.754618,26.866747
8.000000,48.000000,7620.000000,3600.000000,24.140625,22.658148
10.000000,48.000000,7620.000000,3600.000000,25.545393,19.364487
12.000000,48.000000,7620.000000,3600.000000,24.200471,16.216792
14.000000,48.000000,7620.000000,3600.000000,26.513866,9.822365
16.000000,48.000000,7620.000000,3600.000000,27.650459,3.776123
2.000000,50.000000,7620.000000,3600.000000,17.098513,20.111717
4.000000,50.000000,7620.000000,3600.000000,21.109814,26.510237
6.000000,50.000000,7620.000000,3600.000000,23.116519,28.133781
8.000000,50.000000,7620.000000,3600.000000,25.823389,23.492348
10.000000,50.000000,7620.000000,3600.000000,29.850091,20.114388
12.000000,50.000000,7620.000000,3600.000000,30.928972,15.326743
14.000000,50.000000,7620.000000,3600.000000,30.508403,10.400199
16.000000,50.000000,7620.000000,3600.000000,28.185605,7.296881
2.000000,52.000000,7620.000000,3600.000000,9.535565,6.455163
4.000000,52.000000,7620.000000,3600.000000,17.839097,16.119860
6.000000,52.000000,7620.000000,3600.000000,23.967343,22.592533
8.000000,52.000000,7620.000000,3600.000000,30.441303,22.969187
10.000000,52.000000,7620.000000,3600.000000,32.783135,19.526252
12.000000,52.000000,7620.000000,3600.000000,33.441548,15.189111
14.000000,52.000000,7620.000000,3600.000000,30.499480,13.347201
16.000000,52.000000,7620.000000,3600.000000,27.579215,12.738666
2.000000,54.000000,7620.000000,3600.000000,4.142990,-1.715392
4.000000,54.000000,7620.000000,3600.000000,9.686257,8.685047
6.000000,54.000000,7620.000000,3600.000000,12.106672,12.245712
8.000000,54.000000,7620.000000,3600.000000,17.962429,16.294201
10.000000,54.000000,7620.000000,3600.000000,21.907398,15.141515
12.000000,54.000000,7620.000000,3600.000000,22.902424,12.531581
14.000000,54.000000,7620.000000,3600.000000,24.617497,12.331951
16.000000,54.000000,7620.000000,3600.000000,27.832648,11.887985
2.000000,40.000000,10668.000000,3600.000000,21.668962,24.214072
4.000000,40.000000,10668.000000,3600.000000,25.479122,32.615059
6.000000,40.000000,10668.000000,3600.000000,33.003922,46.045299
8.000000,40.000000,10668.000000,3600.000000,33.679112,49.487087
10.000000,40.000000,10668.000000,3600.000000,33.704813,37.869585
12.000000,40.000000,10668.000000,3600.000000,30.383440,35.899847
14.000000,40.000000,10668.000000,3600.000000,27.073611,31.292646
16.000000,40.000000,10668.000000,3600.000000,24.426312,20.339691
2.000000,42.000000,10668.000000,3600.000000,15.441057,26.957127
4.000000,42.000000,10668.000000,3600.000000,20.015788,34.282651
6.000000,42.000000,10668.000000,3600.000000,28.565889,44.610307
8.000000,42.000000,10668.000000,3600.000000,30.868898,47.068534
10.000000,42.000000,10668.000000,3600.000000,43.118046,45.407839
12.000000,42.000000,10668.000000,3600.000000,40.438371,35.487694
14.000000,42.000000,10668.000000,3600.000000,41.907328,28.308405
16.000000,42.000000,10668.000000,3600.000000,44.518170,22.022637
2.000000,44.000000,10668.000000,3600.000000,18.819251,27.911386
4.000000,44.000000,10668.000000,3600.000000,21.658910,34.667014
6.000000,44.000000,10668.000000,3600.000000,28.769634,41.187888
8.000000,44.000000,10668.000000,3600.000000,36.257403,44.289936
10.000000,44.000000,10668.000000,3600.000000,42.013050,44.308569
12.000000,44.000000,10668.000000,3600.000000,47.252590,37.283675
14.000000,44.000000,10668.000000,3600.000000,47.027922,30.021548
16.000000,44.000000,10668.000000,3600.000000,48.363859,22.099476
2.000000,46.000000,10668.000000,3600.000000,16.547330,22.397518
4.000000,46.000000,10668.000000,3600.000000,23.569359,30.125646
6.000000,46.000000,10668.000000,3600.000000,29.003944,32.108320
8.000000,46.000000,10668.000000,3600.000000,35.400932,35.890574
10.000000,46.000000,10668.000000,3600.000000,42.209978,35.405229
12.000000,46.000000,10668.000000,3600.000000,47.237676,33.133009
14.000000,46.000000,10668.000000,3600.000000,53.864303,27.694283
16.000000,46.000000,10668.000000,3600.000000,59.421698,20.826672
2.000000,48.000000,10668.000000,3600.000000,17.834398,18.772169
4.000000,48.000000,10668.000000,3600.000000,20.106231,22.955889
6.000000,48.000000,10668.000000,3600.000000,27.185824,28.150924
8.000000,48.000000,10668.000000,3600.000000,31.143973,30.765445
10.000000,48.000000,10668.000000,3600.000000,37.772969,29.286861
12.000000,48.000000,10668.000000,3600.000000,41.702800,25.535132
14.000000,48.000000,10668.000000,3600.000000,44.609702,20.763734
16.000000,48.000000,10668.000000,3600.000000,49.503917,16.982675
2.000000,50.000000,10668.000000,3600.000000,14.386960,17.241821
4.000000,50.000000,10668.000000,3600.000000,19.113995,19.802133
6.000000,50.000000,10668.000000,3600.000000,21.324474,20.404376
8.000000,50.000000,10668.000000,3600.000000,26.953697,22.875197
10.000000,50.000000,10668.000000,3600.000000,32.953699,24.695471
12.000000,50.000000,10668.000000,3600.000000,37.123353,21.671693
14.000000,50.000000,10668.000000,3600.000000,38.835704,17.826140
16.000000,50.000000,10668.000000,3600.000000,44.045200,13.122611
2.000000,52.000000,10668.000000,3600.000000,11.462312,9.548343
4.000000,52.000000,10668.000000,3600.000000,15.881128,14.785084
6.000000,52.000000,10668.000000,3600.000000,20.885633,17.810999
8.000000,52.000000,10668.000000,3600.000000,22.636383,18.396738
10.000000,52.000000,10668.000000,3600.000000,23.057209,19.263362
12.000000,52.000000,10668.000000,3600.000000,26.397559,18.272782
14.000000,52.000000,10668.000000,3600.000000,30.477967,16.826570
16.000000,52.000000,10668.000000,3600.000000,32.453271,13.845852
2.000000,54.000000,10668.000000,3600.000000,6.541731,3.060362
4.000000,54.000000,10668.000000,3600.000000,9.648945,6.214272
6.000000,54.000000,10668.000000,3600.000000,13.394704,10.969764
8.000000,54.000000,10668.000000,3600.000000,18.877047,14.259537
10.000000,54.000000,10668.000000,3600.000000,22.059767,15.228402
12.000000,54.000000,10668.000000,3600.000000,25.420290,15.392434
14.000000,54.000000,10668.000000,3600.000000,27.675023,13.181772
16.000000,54.000000,10668.000000,3600.000000,29.124978,10.916686
2.000000,40.000000,12496.800000,3600.000000,18.670853,20.169350
4.000000,40.000000,12496.800000,3600.000000,24.818610,25.114187
6.000000,40.000000,12496.800000,3600.000000,22.012517,33.522949
8.000000,40.000000,12496.800000,3600.000000,33.237141,33.716086
10.000000,40.000000,12496.800000,3600.000000,37.757867,26.703483
12.000000,40.000000,12496.800000,3600.000000,38.977219,25.426690
14.000000,40.000000,12496.800000,3600.000000,41.337218,20.422738
16.000000,40.000000,12496.800000,3600.000000,38.067841,8.343574
2.000000,42.000000,12496.800000,3600.000000,19.332988,19.594969
4.000000,42.000000,12496.800000,3600.000000,22.658749,21.878178
6.000000,42.000000,12496.800000,3600.000000,23.688992,27.792172
8.000000,42.000000,12496.800000,3600.000000,29.134015,33.795559
10.000000,42.000000,12496.800000,3600.000000,34.128443,26.785103
12.000000,42.000000,12496.800000,3600.000000,38.666710,21.510922
14.000000,42.000000,12496.800000,3600.000000,40.152495,16.650047
16.000000,42.000000,12496.800000,3600.000000,46.173001,12.383094
2.000000,44.000000,12496.800000,3600.000000,16.546844,18.472521
4.000000,44.000000,12496.800000,3600.000000,19.435465,20.740978
6.000000,44.000000,12496.800000,3600.000000,19.848169,20.593358
8.000000,44.000000,12496.800000,3600.000000,27.824779,24.089103
10.000000,44.000000,12496.800000,3600.000000,31.324667,24.335860
12.000000,44.000000,12496.800000,3600.000000,36.841155,22.433997
14.000000,44.000000,12496.800000,3600.000000,42.205920,16.639819
16.000000,44.000000,12496.800000,3600.000000,46.733352,11.272904
2.000000,46.000000,12496.800000,3600.000000,17.605810,16.648282
4.000000,46.000000,12496.800000,3600.000000,19.035437,20.607129
6.000000,46.000000,12496.800000,3600.000000,22.950379,22.887887
8.000000,46.000000,12496.800000,3600.000000,24.059435,23.816797
10.000000,46.000000,12496.800000,3600.000000,29.157467,24.436829
12.000000,46.000000,12496.800000,3600.000000,34.850508,22.601214
14.000000,46.000000,12496.800000,3600.000000,39.992713,19.694616
16.000000,46.000000,12496.800000,3600.000000,43.766482,14.968978
2.000000,48.000000,12496.800000,3600.000000,16.331124,16.086204
4.000000,48.000000,12496.800000,3600.000000,18.800557,16.409637
6.000000,48.000000,12496.800000,3600.000000,20.102254,19.810378
8.000000,48.000000,12496.800000,3600.000000,24.230561,20.453771
10.000000,48.000000,12496.800000,3600.000000,26.580505,20.187893
12.000000,48.000000,12496.800000,3600.000000,31.482031,18.328265
14.000000,48.000000,12496.800000,3600.000000,34.350193,15.586578
16.000000,48.000000,12496.800000,3600.000000,34.492575,12.443890
2.000000,50.000000,12496.800000,3600.000000,14.792146,11.252581
4.000000,50.000000,12496.800000,3600.000000,18.016759,15.302868
6.000000,50.000000,12496.800000,3600.000000,20.211254,16.264220
8.000000,50.000000,12496.800000,3600.000000,22.066241,18.194384
10.000000,50.000000,12496.800000,3600.000000,24.558474,17.446948
12.000000,50.000000,12496.800000,3600.000000,27.611247,15.947499
14.000000,50.000000,12496.800000,3600.000000,30.352225,11.976223
16.000000,50.000000,12496.800000,3600.000000,28.523210,9.113202
2.000000,52.000000,12496.800000,3600.000000,12.179786,8.980334
4.000000,52.000000,12496.800000,3600.000000,15.085937,10.833726
6.000000,52.000000,12496.800000,3600.000000,17.484198,12.291283
8.000000,52.000000,12496.800000,3600.000000,20.079564,13.363464
10.000000,52.000000,12496.800000,3600.000000,23.723894,13.037666
12.000000,52.000000,12496.800000,3600.000000,24.942620,11.104564
14.000000,52.000000,12496.800000,3600.000000,25.773001,9.876753
16.000000,52.000000,12496.800000,3600.000000,26.224311,8.671128
2.000000,54.000000,12496.800000,3600.000000,9.470422,4.364676
4.000000,54.000000,12496.800000,3600.000000,11.469247,6.131828
6.000000,54.000000,12496.800000,3600.000000,13.828920,7.469026
8.000000,54.000000,12496.800000,3600.000000,14.866345,8.249097
10.000000,54.000000,12496.800000,3600.000000,17.913829,9.482700
12.000000,54.000000,12496.800000,3600.000000,20.995860,9.240360
14.000000,54.000000,12496.800000,3600.000000,23.126492,8.107275
16.000000,54.000000,12496.800000,3600.000000,24.819139,7.063954
2.000000,40.000000,304.800000,7200.000000,0.697959,-3.196722
4.000000,40.000000,304.800000,7200.000000,13.469858,2.836638
6.000000,40.000000,304.800000,7200.000000,6.615082,2.982049
8.000000,40.000000,304.800000,7200.000000,4.524468,7.003409
10.000000,40.000000,304.800000,7200.000000,3.177465,10.731357
12.000000,40.000000,304.800000,7200.000000,9.895639,8.215123
14.000000,40.000000,304.800000,7200.000000,1.103070,5.822586
16.000000,40.000000,304.800000,7200.000000,0.586571,1.232919
2.000000,42.000000,304.800000,7200.000000,0.571554,-0.838507
4.000000,42.000000,304.800000,7200.000000,3.510448,-13.284161
6.000000,42.000000,304.800000,7200.000000,-1.583378,3.636633
8.000000,42.000000,304.800000,7200.000000,0.679265,5.929710
10.000000,42.000000,304.800000,7200.000000,-1.341582,5.031062
12.000000,42.000000,304.800000,7200.000000,-5.007965,9.297469
14.000000,42.000000,304.800000,7200.000000,1.441593,1.641186
16.000000,42.000000,304.800000,7200.000000,-0.655828,0.376636
2.000000,44.000000,304.800000,7200.000000,4.492418,-1.475878
4.000000,44.000000,304.800000,7200.000000,-0.626626,-3.961075
6.000000,44.000000,304.800000,7200.000000,-1.465732,0.701089
8.000000,44.000000,304.800000,7200.000000,-1.603154,0.625527
10.000000,44.000000,304.800000,7200.000000,-2.044709,4.125992
12.000000,44.000000,304.800000,7200.000000,-1.495521,1.298405
14.000000,44.000000,304.800000,7200.000000,-5.135244,-1.204913
16.000000,44.000000,304.800000,7200.000000,-2.292150,4.141586
2.000000,46.000000,304.800000,7200.000000,1.542306,-2.390015
4.000000,46.000000,304.800000,7200.000000,-0.039348,-1.623625
6.000000,46.000000,304.800000,7200.000000,0.563199,-1.120591
8.000000,46.000000,304.800000,7200.000000,-1.088142,0.321829
10.000000,46.000000,304.800000,7200.000000,-0.324513,0.088620
12.000000,46.000000,304.800000,7200.000000,-0.586259,2.207709
14.000000,46.000000,304.800000,7200.000000,0.546821,1.348186
16.000000,46.000000,304.800000,7200.000000,0.753438,1.932130
2.000000,48.000000,304.800000,7200.000000,-3.337354,-2.551865
4.000000,48.000000,304.800000,7200.000000,-1.702903,-4.010186
6.000000,48.000000,304.800000,7200.000000,-3.133838,-2.418581
8.000000,48.000000,304.800000,7200.000000,-0.599139,-1.758963
10.000000,48.000000,304.800000,7200.000000,-1.306304,-2.247832
12.000000,48.000000,304.800000,7200.000000,-2.390892,-1.004149
14.000000,48.000000,304.800000,7200.000000,-2.509422,-0.656961
16.000000,48.000000,304.800000,7200.000000,-0.576750,-0.979930
2.000000,50.000000,304.800000,7200.000000,-0.669353,-1.417174
4.000000,50.000000,304.800000,7200.000000,-0.595131,-2.134458
6.000000,50.000000,304.800000,7200.000000,0.317920,-2.553704
8.000000,50.000000,304.800000,7200.000000,-0.261613,-1.423069
10.000000,50.000000,304.800000,7200.000000,-1.415366,0.414875
12.000000,50.000000,304.800000,7200.000000,0.363399,-0.345191
14.000000,50.000000,304.800000,7200.000000,-1.695574,-0.126793
16.000000,50.000000,304.800000,7200.000000,-1.517448,0.124766
2.000000,52.000000,304.800000,7200.000000,3.957791,-5.402339
4.000000,52.000000,304.800000,7200.000000,6.068438,-1.857923
6.000000,52.000000,304.800000,7200.000000,4.754213,0.790375
8.000000,52.000000,304.800000,7200.000000,2.696624,0.832125
10.000000,52.000000,304.800000,7200.000000,0.955585,-0.807555
12.000000,52.000000,304.800000,7200.000000,-1.130667,0.626672
14.000000,52.000000,304.800000,7200.000000,-0.971519,-0.677125
16.000000,52.000000,304.800000,7200.000000,-3.258480,0.163456
2.000000,54.000000,304.800000,7200.000000,-1.806142,-6.733890
4.000000,54.000000,304.800000,7200.000000,-3.966631,-8.452610
6.000000,54.000000,304.800000,7200.000000,2.889650,1.515512
8.000000,54.000000,304.800000,7200.000000,-1.594649,3.504227
10.000000,54.000000,304.800000,7200.000000,-2.139669,2.531557
12.000000,54.000000,304.800000,7200.000000,-5.266256,2.861182
14.000000,54.000000,304.800000,7200.000000,-6.888788,1.167715
16.000000,54.000000,304.800000,7200.000000,-4.598284,-0.345014
2.000000,40.000000,2743.200000,7200.000000,14.203144,-1.873393
4.000000,40.000000,2743.200000,7200.000000,9.189498,16.118848
6.000000,40.000000,2743.200000,7200.000000,6.844280,10.522302
8.000000,40.000000,2743.200000,7200.000000,10.229762,12.774858
10.000000,40.000000,2743.200000,7200.000000,6.739022,6.011022
12.000000,40.000000,2743.200000,7200.000000,18.533637,17.083393
14.000000,40.000000,2743.200000,7200.000000,11.936037,15.537587
16.000000,40.000000,2743.200000,7200.000000,17.216398,17.928140
2.000000,42.000000,2743.200000,7200.000000,7.921598,-1.701901
4.000000,42.000000,2743.200000,7200.000000,3.770986,11.134305
6.000000,42.000000,2743.200000,7200.000000,4.725391,11.305654
8.000000,42.000000,2743.200000,7200.000000,-0.508835,10.619141
10.000000,42.000000,2743.200000,7200.000000,2.386416,9.082815
12.000000,42.000000,2743.200000,7200.000000,4.877211,9.213156
14.000000,42.000000,2743.200000,7200.000000,9.969076,11.282413
16.000000,42.000000,2743.200000,7200.000000,10.029649,11.470462
2.000000,44.000000,2743.200000,7200.000000,3.353274,-1.750903
4.000000,44.000000,2743.200000,7200.000000,1.606733,2.457873
6.000000,44.000000,2743.200000,7200.000000,3.306862,10.304120
8.000000,44.000000,2743.200000,7200.000000,3.360254,17.111614
10.000000,44.000000,2743.200000,7200.000000,1.734649,13.536287
12.000000,44.000000,2743.200000,7200.000000,4.040837,8.767831
14.000000,44.000000,2743.200000,7200.000000,9.837360,9.775112
16.000000,44.000000,2743.200000,7200.000000,6.628565,12.681457
2.000000,46.000000,2743.200000,7200.000000,3.876876,0.503278
4.000000,46.000000,2743.200000,7200.000000,0.062735,-2.520926
6.000000,46.000000,2743.200000,7200.000000,-0.249418,9.872670
8.000000,46.000000,2743.200000,7200.000000,-3.395138,5.308036
10.000000,46.000000,2743.200000,7200.000000,1.678938,7.867622
12.000000,46.000000,2743.200000,7200.000000,7.939574,5.362484
14.000000,46.000000,2743.200000,7200.000000,9.340177,6.224491
16.000000,46.000000,2743.200000,7200.000000,7.032787,8.255002
2.000000,48.000000,2743.200000,7200.000000,1.049455,0.471142
4.000000,48.000000,2743.200000,7200.000000,6.034181,2.814943
6.000000,48.000000,2743.200000,7200.000000,4.164190,2.089775
8.000000,48.000000,2743.200000,7200.000000,2.950361,5.552378
10.000000,48.000000,2743.200000,7200.000000,2.600351,8.586821
12.000000,48.000000,2743.200000,7200.000000,4.627234,6.715088
14.000000,48.000000,2743.200000,7200.000000,1.319134,5.434230
16.000000,48.000000,2743.200000,7200.000000,6.001009,6.622846
2.000000,50.000000,2743.200000,7200.000000,3.265198,2.556210
4.000000,50.000000,2743.200000,7200.000000,7.452244,2.429144
6.000000,50.000000,2743.200000,7200.000000,6.043812,2.315848
8.000000,50.000000,2743.200000,7200.000000,3.785161,3.303345
10.000000,50.000000,2743.200000,7200.000000,4.089672,2.009039
12.000000,50.000000,2743.200000,7200.000000,3.947878,3.402641
14.000000,50.000000,2743.200000,7200.000000,7.875645,6.964078
16.000000,50.000000,2743.200000,7200.000000,7.447551,4.781978
2.000000,52.000000,2743.200000,7200.000000,3.769756,-3.258039
